skpdID,instansiID,kode,unitID,satker,nama,singkatan,alamat,telepon,email,isactive,isparent,isrup,created,createdip,createdby,updated,updatedip,updatedby
123,1,38,4.05.02.03,72031,Bagian Kesejahteraan Rakyat Dan Kemasyarakatan,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,022 - 4234889,bep_bdg@yahoo.com,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
124,1,,4.05.02.08,102516,Bagian Layanan Pengadaan,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,,,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
125,1,,4.05.02.01,102505,Sekretariat Daerah,,Jl. Wastukancana No. 2 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
126,1,,4.05.02.05,72208,Bagian Kerjasama,SEKRETARIAT DAERAH,Jl. Wastukancana No. 2 Bandung,-,-,1,0,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
127,1,,4.05.04.01,72044,Sekretariat DPRD,,Jl. Sukabumi No. 30 Bandung                   ,022 - 4203456,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
128,1,,4.02.01.01,102507,Badan Pengelolaan Keuangan Dan Aset,,Jl. Wastukancana No. 2 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
129,1,4,4.05.05.01,102486,Inspektorat Daerah,,Jl. Tera No. 20 Bandung,022-4241862,bep_bdg@yahoo.com,1,1,1,2008-00-00 00:00:00,127.0.0.1,root,2013-00-00 00:00:00,118.96.207.103,5
130,1,,4.02.03.01,102491,Badan Pengelolaan Pendapatan Daerah,,Jl. Wastukancana No. 2 Bandung,,,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
131,1,,4.03.01.01,102503,Badan Kepegawaian Pendidikan Dan Pelatihan,BKPP,Jl. Wastukancana No. 2 Bandung,-,bep_bdg@yahoo.com,1,1,1,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,
132,1,51,4.05.07.01,71983,Kecamatan Sukasari,,Jl. Gegerkalong Hilir No. 155 Bandung      ,022 - 2012906,kecsukasari@yahoo.com,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
133,1,,4.05.07.02,71983,Kelurahan Sukarasa,KECAMATAN SUKASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
134,1,,4.05.07.03,71983,Kelurahan Gegerkalong,KECAMATAN SUKASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
135,1,,4.05.07.04,71983,Kelurahan Isola,KECAMATAN SUKASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
136,1,,4.05.07.05,71983,Kelurahan Sarijadi,KECAMATAN SUKASARI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
137,1,55,4.05.08.01,71976,Kecamatan Cidadap,,Jl. Hegarmanah Tengah No.1 Bandung      ,(022)2032291,kec.cdd[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
138,1,,4.05.08.02,71976,Kelurahan Hegarmanah,KECAMATAN CIDADAP,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
139,1,,4.05.08.03,71976,Kelurahan Ciumbuleuit,KECAMATAN CIDADAP,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
140,1,,4.05.08.04,71976,Kelurahan Ledeng,KECAMATAN CIDADAP,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
141,1,52,4.05.09.01,71977,Kecamatan Sukajadi,,Jl. Sukamulya No.4 Bandung,022 - 2015736,kecsukajadi@yahoo.com,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
142,1,,4.05.09.02,71977,Kelurahan Pasteur,KECAMATAN SUKAJADI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
143,1,,4.05.09.03,71977,Kelurahan Cipedes,KECAMATAN SUKAJADI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
144,1,,4.05.09.04,71977,Kelurahan Sukawarna,KECAMATAN SUKAJADI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
145,1,,4.05.09.05,71977,Kelurahan Sukagalih,KECAMATAN SUKAJADI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
146,1,,4.05.09.06,71977,Kelurahan Sukabungah,KECAMATAN SUKAJADI,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
147,1,53,4.05.10.01,71978,Kecamatan Cicendo,,Jl. Purabaya No.1 Bandung,022 - 6015411,keccicendo@yahoo.com,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
148,1,,4.05.10.02,71978,Kelurahan Husen Sastranegara,KECAMATAN CICENDO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
149,1,,4.05.10.03,71978,Kelurahan Arjuna,KECAMATAN CICENDO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
150,1,,4.05.10.04,71978,Kelurahan Pajajaran,KECAMATAN CICENDO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
151,1,,4.05.10.05,71978,Kelurahan Pasir Kaliki,KECAMATAN CICENDO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
152,1,,4.05.10.06,71978,Kelurahan Pamoyanan,KECAMATAN CICENDO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
153,1,,4.05.10.07,71978,Kelurahan Sukaraja,KECAMATAN CICENDO,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
154,1,54,4.05.11.01,71979,Kecamatan Andir,,Jl. Srigunting Raya No.1 Bandung,022-6011304,kecandir@yahoo.com,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
155,1,,4.05.11.02,71979,Kelurahan Maleber,KECAMATAN ANDIR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
156,1,,4.05.11.03,71979,Kelurahan Dungus Cariang,KECAMATAN ANDIR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
157,1,,4.05.11.04,71979,Kelurahan Ciroyom,KECAMATAN ANDIR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
158,1,,4.05.11.05,71979,Kelurahan Kebon Jeruk,KECAMATAN ANDIR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
159,1,,4.05.11.06,71979,Kelurahan Garuda,KECAMATAN ANDIR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
160,1,,4.05.11.07,71979,Kelurahan Campaka,KECAMATAN ANDIR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
161,1,56,4.05.12.01,71982,Kecamatan Coblong,,"Jl. Sangkuriang No. 10a Bandung            ",022 - 2504467,kec.cbl[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
162,1,,4.05.12.02,71982,Kelurahan Cipaganti,KECAMATAN COBLONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
163,1,,4.05.12.03,71982,Kelurahan Lebakgede,KECAMATAN COBLONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
164,1,,4.05.12.04,71982,Kelurahan Sadangserang,KECAMATAN COBLONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
165,1,,4.05.12.05,71982,Kelurahan Dago,KECAMATAN COBLONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
166,1,,4.05.12.06,71982,Kelurahan Sekeloa,KECAMATAN COBLONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
167,1,,4.05.12.07,71982,Kelurahan Lebak Siliwangi,KECAMATAN COBLONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
168,1,57,4.05.13.01,71975,Kecamatan Bandung Wetan,,Jl. Taman Sari No.49 Bandung,022-2507166,kec.bantan[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
169,1,,4.05.13.02,71975,Kelurahan Cihapit,KECAMATAN BANDUNG WETAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
170,1,,4.05.13.03,71975,Kelurahan Taman Sari,KECAMATAN BANDUNG WETAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
171,1,,4.05.13.04,71975,Kelurahan Citarum,KECAMATAN BANDUNG WETAN,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
172,1,58,4.05.14.01,71630,Kecamatan Sumur Bandung,,Jl. Lombok No.6 Bandung,022 - 4205668,kec.surban[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
173,1,,4.05.14.02,71630,Kelurahan Braga,KECAMATAN SUMUR BANDUNG,Jl. Pecinan lama No. 13,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
174,1,,4.05.14.03,71630,Kelurahan Merdeka,KECAMATAN SUMUR BANDUNG,Jl. Patrakomala No. 36a,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
175,1,,4.05.14.04,71630,Kelurahan Kebon Pisang,KECAMATAN SUMUR BANDUNG,Jl. Baranangsiang No. 71,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
176,1,,4.05.14.05,71630,Kelurahan Babakan Ciamis,KECAMATAN SUMUR BANDUNG,Jl. Kebon Sirih No. 2a,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
177,1,60,4.05.15.01,71662,Kecamatan Cibeunying Kidul,,Jl. Sukasenang No.11 Bandung      ,022 - 7271665,kec.cibkid[at]bandung.go.id  ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
178,1,,4.05.15.02,71662,Kelurahan Padasuka,KECAMATAN CIBEUNYING KIDUL,Jl. Padasuka No. 9 40192,022 7213551,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
179,1,,4.05.15.03,71662,Kelurahan Cikutra,KECAMATAN CIBEUNYING KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
180,1,,4.05.15.04,71662,Kelurahan Cicadas,KECAMATAN CIBEUNYING KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
181,1,,4.05.15.05,71662,Kelurahan Sukamaju,KECAMATAN CIBEUNYING KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
182,1,,4.05.15.06,71662,Kelurahan Sukapada,KECAMATAN CIBEUNYING KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
183,1,,4.05.15.07,71662,Kelurahan Pasirlayung,KECAMATAN CIBEUNYING KIDUL,Jl. Padasuka No. 146 40192,022 7210971,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
184,1,59,4.05.16.01,71636,Kecamatan Cibeunying Kaler,,Jalan Raya Cigadung Selatan Nomor 100 C Bandung,(022) 2500961,kec.cibkal[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
185,1,,4.05.16.02,71636,Kelurahan Cihaur Geulis,KECAMATAN CIBEUNYING KALER,Jln.Surapati No.126 blk. SENTRA KAOS SUCI BANDUNG,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
186,1,,4.05.16.03,71636,Kelurahan Sukaluyu,KECAMATAN CIBEUNYING KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
187,1,,4.05.16.04,71636,Kelurahan Neglasari,KECAMATAN CIBEUNYING KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
188,1,,4.05.16.05,71636,Kelurahan Cigadung,KECAMATAN CIBEUNYING KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
189,1,61,4.05.17.01,71974,Kecamatan Astanaanyar,,Jl. Bojongloa No.69 Bandung ,022 - 5200419,kec.anyar[at]bandung.go.id  ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
190,1,,4.05.17.02,71974,Kelurahan Karasak,KECAMATAN ASTANAANYAR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
191,1,,4.05.17.03,71974,Kelurahan Nyengseret,KECAMATAN ASTANAANYAR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
192,1,,4.05.17.04,71974,Kelurahan Karanganyar,KECAMATAN ASTANAANYAR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
193,1,,4.05.17.05,71974,Kelurahan Panjunan,KECAMATAN ASTANAANYAR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
194,1,,4.05.17.06,71974,Kelurahan Cibadak,KECAMATAN ASTANAANYAR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
195,1,,4.05.17.07,71974,Kelurahan Pelindung Hewan,KECAMATAN ASTANAANYAR,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
196,1,62,4.05.18.01,71980,Kecamatan Bojongloa Kaler,,Jl. KH. Wahid Hasyim No. 258 Bandung ,(022) 6011418,kec.bojkal[at]bandung.go.id  ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
197,1,,4.05.18.02,71980,Kelurahan Kopo,KECAMATAN BOJONGLOA KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
198,1,,4.05.18.03,71980,Kelurahan Babakan Tarogong,KECAMATAN BOJONGLOA KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
199,1,,4.05.18.04,71980,Kelurahan Jamika,KECAMATAN BOJONGLOA KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
200,1,,4.05.18.05,71980,Kelurahan Babakan Asih,KECAMATAN BOJONGLOA KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
201,1,,4.05.18.06,71980,Kelurahan Suka Asih,KECAMATAN BOJONGLOA KALER,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
202,1,64,4.05.19.01,71641,Kecamatan Bojongloa Kidul,,Jl. Leuwi Panjang / Kebon Lega Bandung,022 - 5206478,kec.bojkid[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
203,1,,4.05.19.02,71641,Kelurahan Situsaeur,KECAMATAN BOJONGLOA KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
204,1,,4.05.19.03,71641,Kelurahan Kebon Lega,KECAMATAN BOJONGLOA KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
205,1,,4.05.19.04,71641,Kelurahan Cibaduyut,KECAMATAN BOJONGLOA KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
206,1,,4.05.19.05,71641,Kelurahan Mekarwangi,KECAMATAN BOJONGLOA KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
207,1,,4.05.19.06,71641,Kelurahan Cibaduyut Kidul,KECAMATAN BOJONGLOA KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
208,1,,4.05.19.07,71641,Kelurahan Cibaduyut Wetan,KECAMATAN BOJONGLOA KIDUL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
209,1,63,4.05.20.01,71981,Kecamatan Babakan Ciparay,,Jl. Babakan Ciparay No. 212 Bandung,022 - 6015723,kec.bacip[at]bandung.go.id ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
210,1,,4.05.20.02,71981,Kelurahan Babakan Ciparay,KECAMATAN BABAKAN CIPARAY,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
211,1,,4.05.20.03,71981,Kelurahan Babakan,KECAMATAN BABAKAN CIPARAY,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
212,1,,4.05.20.04,71981,Kelurahan Sukahaji,KECAMATAN BABAKAN CIPARAY,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
213,1,,4.05.20.05,71981,Kelurahan Margahayu Utara,KECAMATAN BABAKAN CIPARAY,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
214,1,,4.05.20.06,71981,Kelurahan Margasuka,KECAMATAN BABAKAN CIPARAY,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
215,1,,4.05.20.07,71981,Kelurahan Cirangrang,KECAMATAN BABAKAN CIPARAY,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
216,1,65,4.05.21.01,71653,Kecamatan Bandung Kulon,,Jl. Holis No.210/191 A Bandung,022 - 6015113,kec.bankul[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
217,1,,4.05.21.02,71653,Kelurahan Cijerah,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
218,1,,4.05.21.03,71653,Kelurahan Cibuntu,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
219,1,,4.05.21.04,71653,Kelurahan Warung Muncang,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
220,1,,4.05.21.05,71653,Kelurahan Caringin,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
221,1,,4.05.21.06,71653,Kelurahan Cigondewah Kaler,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
222,1,,4.05.21.07,71653,Kelurahan Gempolsari,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
223,1,,4.05.21.08,71653,Kelurahan Cigondewah Rahayu,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
224,1,,4.05.21.09,71653,Kelurahan Cigondewah Kidul,KECAMATAN BANDUNG KULON,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
225,1,66,4.05.22.01,71688,Kecamatan Regol,,Jl. Denki No. 54 Bandung,022 - 5202489,kec.rgl[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
226,1,,4.05.22.02,71688,Kelurahan Cigereleng,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
227,1,,4.05.22.03,71688,Kelurahan Ancol,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
228,1,,4.05.22.04,71688,Kelurahan Pungkur,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
229,1,,4.05.22.05,71688,Kelurahan Balonggede,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
230,1,,4.05.22.06,71688,Kelurahan Ciseureuh,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
231,1,,4.05.22.07,71688,Kelurahan Ciateul,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
232,1,,4.05.22.08,71688,Kelurahan Pasirluyu,KECAMATAN REGOL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
233,1,67,4.05.23.01,71674,Kecamatan Lengkong,,Jl. Talaga Bodas No.35 Bandung   ,022 - 7310219,kec.lkg[at]bandung.go.id   ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
234,1,,4.05.23.02,71674,Kelurahan Cijagra,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
235,1,,4.05.23.03,71674,Kelurahan Lingkar Selatan,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
236,1,,4.05.23.04,71674,Kelurahan Burangrang,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
237,1,,4.05.23.05,71674,Kelurahan Paledang,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
238,1,,4.05.23.06,71674,Kelurahan Turangga,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
239,1,,4.05.23.07,71674,Kelurahan Malabar,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
240,1,,4.05.23.08,71674,Kelurahan Cikawao,KECAMATAN LENGKONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
241,1,68,4.05.24.01,71682,Kecamatan Batununggal,,Jl. Venus No. 6 Bandung,022-7316330,kec.btng[at]bandung.go.id,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
242,1,,4.05.24.02,71682,Kelurahan Gumuruh,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
243,1,,4.05.24.03,71682,Kelurahan Maleer,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
244,1,,4.05.24.04,71682,Kelurahan Cibangkong,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
245,1,,4.05.24.05,71682,Kelurahan Kacapiring,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
246,1,,4.05.24.06,71682,Kelurahan Kebon Waru,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
247,1,,4.05.24.07,71682,Kelurahan Kebon Gedang,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
248,1,,4.05.24.08,71682,Kelurahan Samoja,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
249,1,,4.05.24.09,71682,Kelurahan Binong,KECAMATAN BATUNUNGGAL,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
250,1,74,4.05.25.01,71598,Kecamatan Ujungberung,,Jl. Alun - Alun Utara No. 211 Ujungberung Bandung,022 - 7800003,kec.uber[at]bandung.go.id    ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
251,1,,4.05.25.02,71598,Kelurahan Pasir Endah,KECAMATAN UJUNG BERUNG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
252,1,,4.05.25.03,71598,Kelurahan Cigending,KECAMATAN UJUNG BERUNG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
253,1,,4.05.25.04,71598,Kelurahan Pasirwangi,KECAMATAN UJUNG BERUNG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
254,1,,4.05.25.05,71598,Kelurahan Pasirjati,KECAMATAN UJUNG BERUNG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
255,1,,4.05.25.06,71598,Kelurahan Pasangrahan,KECAMATAN UJUNG BERUNG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
256,1,69,4.05.26.01,71644,Kecamatan Kiaracondong,,JL. Babakan Sari No. 117 Bandung            ,022 - 7271101,kec.kircon[at]bandung.go.id  ,1,1,1,2009-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
257,1,,4.05.26.02,71644,Kelurahan Sukapura,KECAMATAN KIARACONDONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
258,1,,4.05.26.03,71644,Kelurahan Kebon Jayanti,KECAMATAN KIARACONDONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
259,1,,4.05.26.04,71644,Kelurahan Babakan Surabaya,KECAMATAN KIARACONDONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
260,1,,4.05.26.05,71644,Kelurahan Cicaheum,KECAMATAN KIARACONDONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
261,1,,4.05.26.06,71644,Kelurahan Babakansari,KECAMATAN KIARACONDONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
262,1,,4.05.26.07,71644,Kelurahan Kebon Kangkung,KECAMATAN KIARACONDONG,,,,1,0,0,2016-00-00 00:00:00,127.0.0.1,root,0000-00-00 00:00:00,,
